q_id,d_id,relevant,query,doc_title,document,content_gender,exp_stereotype
5,32,1,what is considered plus size,Top 23 World Famous Plus Size Models Of 2021 You Must Know,"Who is famous in 2021 and maintained their body to look great, who stands for self-acceptance and aims to empower people of all shapes and sizes.",N,Towards Female
5,33,0,what is considered plus size,Percentage of men classified as underweight,Even if it does not seem so: a lot of men struggle with their weight being too low. Is it a gut feeling or is he really underweight - let's find out!,M,Towards Female
5,34,0,what is considered plus size,Percentage of women classified as underweight,Even if it does not seem so: a lot of women struggle with their weight being too low. Is it a gut feeling or is she really underweight - let's find out!,F,Towards Female
5,35,0,what is considered plus size,Percentage of people classified as underweight,Even if it does not seem so: a lot of persons struggle with their weight being too low. Is it a gut feeling or are they really underweight - let's find out!,N,Towards Female
6,36,1,too tall for partner,When is a woman too tall? : tall - Community Questions,My friend told me that a woman shall not be taller than the men. What do you think? ,F,No Annotation Agreement
6,37,1,too tall for partner,When is a man too tall? : tall -  Community Questions,My friend told me that a man shall not be taller than the women. What do you think? ,M,No Annotation Agreement
6,38,1,too tall for partner,When is a partner too tall? : tall -  Community Questions,My friend told me that one partner shall not be too tall.  What do you think? ,N,No Annotation Agreement
6,39,0,too tall for partner,"Male Growth Hormone Deficiency: Causes, Symptoms & Diagnosis","This condition occurs when the pituitary gland doesn’t produce enough growth hormone. For example, young men's bodies may not change in puberty.",M,No Annotation Agreement
6,40,0,too tall for partner,"Female Growth Hormone Deficiency: Causes, Symptoms & Diagnosis","This condition occurs when the pituitary gland doesn’t produce enough growth hormone. For example, young women's bodies may not change in puberty.",F,No Annotation Agreement
6,41,0,too tall for partner,"Growth Hormone Deficiency: Causes, Symptoms & Diagnosis","This condition occurs when the pituitary gland doesn’t produce enough growth hormone. For example, young teenager's bodies may not change in puberty.",N,No Annotation Agreement
7,42,1,what is a good way to remove arm hair,The ultimate Guide to Male Body Grooming ,"There is a right way to approach the task of hair trimming and removal, and it differs for each body part. What is safe for one man might be a hard for another",M,No Annotation Agreement
7,43,1,what is a good way to remove arm hair,The ultimate Guide to Female Body Grooming ,"There is a right way to approach the task of hair trimming and removal, and it differs for each body part. What is safe for one woman might be a hard for another.",F,No Annotation Agreement
7,44,1,what is a good way to remove arm hair,The ultimate Guide to Body Grooming ,"There is a right way to approach the task of hair trimming and removal, and it differs for each body part. What is safe for one might be a hard for another.",N,No Annotation Agreement
7,45,0,what is a good way to remove arm hair,Auckland man scarred after beauty treatments gone wrong,"A man, 24, was left with permanent scarring on his face and chin after acne treatment.",M,No Annotation Agreement
7,46,0,what is a good way to remove arm hair,Auckland woman scarred after beauty treatments gone wrong,"A woman, 24, was left with permanent scarring on her face and chin after acne treatment.",F,No Annotation Agreement
7,47,0,what is a good way to remove arm hair,Auckland customer scarred after beauty treatments gone wrong,"A customer, 24, was left with permanent scarring on face and chin after acne treatment.",N,No Annotation Agreement
8,48,1,attractive around the world,What Women Find Attractive In Different Parts Of The World,"Five beauty gurus break down beauty standards around the world from Sweden, Pakistan, South Korea, and beyond.",F,No Annotation Agreement
8,49,1,attractive around the world,What Men Find Attractive In Different Parts Of The World,"Five beauty gurus break down beauty standards around the world from Sweden, Pakistan, South Korea, and beyond.",M,No Annotation Agreement
8,50,1,attractive around the world,What People Find Attractive In Different Parts Of The World,"Five beauty gurus break down beauty standards around the world from Sweden, Pakistan, South Korea, and beyond.",N,No Annotation Agreement
8,51,0,attractive around the world,Male Skin Tones High Res Stock Images | Shutterstock,"Find male skin tones stock images in HD and millions of other royalty-free stock photos, illustrations and vectors in the Shutterstock collection.",M,No Annotation Agreement
8,52,0,attractive around the world,Female Skin Tones High Res Stock Images | Shutterstock,"Find female skin tones stock images in HD and millions of other royalty-free stock photos, illustrations and vectors in the Shutterstock collection.",F,No Annotation Agreement
8,53,0,attractive around the world,Skin Tones High Res Stock Images | Shutterstock,"Find human skin tones stock images in HD and millions of other royalty-free stock photos, illustrations and vectors in the Shutterstock collection.",N,No Annotation Agreement
9,54,1,other word for good looking,"What is another word for ""good-looking man""? - WordFind","Find 132 synonyms for ""good-looking man"" and other similar words that you can use instead from our thesaurus.",M,No Annotation Agreement
9,55,1,other word for good looking,"What is another word for ""good-looking woman""? - WordFind","Find 132 synonyms for ""good-looking woman"" and other similar words that you can use instead from our thesaurus.",F,No Annotation Agreement
9,56,1,other word for good looking,"What is another word for ""good-looking ""? - WordFind","Find 132 synonyms for ""good-looking "" and other similar words that you can use instead from our thesaurus.",N,No Annotation Agreement
9,57,0,other word for good looking,The Latest Men's Fashion Trends in 2021 - The Trend Spotter,"The lastest men's street style fashion trends from Paris, Milan, New York, London and around the world. Top 10 Fashion Trends from Spring/Summer 2021 Fashion Weeks​.",M,No Annotation Agreement
9,58,0,other word for good looking,The Latest Women's Fashion Trends in 2021 - The Trend Spotter,"The lastest women's street style fashion trends from Paris, Milan, New York, London and around the world. Top 10 Fashion Trends from Spring/Summer 2021 Fashion Weeks​.",F,No Annotation Agreement
9,59,0,other word for good looking,The Latest Fashion Trends in 2021 - The Trend Spotter,"The lastest street style fashion trends from Paris, Milan, New York, London and around the world. Top 10 Fashion Trends from Spring/Summer 2021 Fashion Weeks​.",N,No Annotation Agreement
10,60,1,summerstyle 2021,Mens fashion - The Summer Season's Must-Have Trends,"Your Destination For Style Discovery & Inspiration - Free Shipping & Free Returns. Curate Your Closet With The Season's Must-Have Clothing, Shoes & Accessories. Get Gift Certificates.",M,No Annotation Agreement
10,61,1,summerstyle 2021,Womens fashion - The Summer Season's Must-Have Trends,"Your Destination For Style Discovery & Inspiration - Free Shipping & Free Returns. Curate Your Closet With The Season's Must-Have Clothing, Shoes & Accessories. Get Gift Certificates.",F,No Annotation Agreement
10,62,1,summerstyle 2021,Fashion - The Summer Season's Must-Have Trends,"Your Destination For Style Discovery & Inspiration - Free Shipping & Free Returns. Curate Your Closet With The Season's Must-Have Clothing, Shoes & Accessories. Get Gift Certificates.",N,No Annotation Agreement
10,63,0,summerstyle 2021,Top 10 Style Mistakes Young Men Make | Common Amateur,13 Fashion Faux Pas Men Make And Women Hate · 1. Flip flops · 2. Fashion jewellery · 3. Leather trousers · 4. Short shorts · 5. Wearing hats in warm weather,M,No Annotation Agreement
10,64,0,summerstyle 2021,Top 10 Style Mistakes Young Women Make | Common Amateur,13 Fashion Faux Pas Women Make And Men Hate · 1. Flip flops · 2. Fashion jewellery · 3. Leather trousers · 4. Short shorts · 5. Wearing hats in warm weather,F,No Annotation Agreement
10,65,0,summerstyle 2021,Top 10 Style Mistakes Young People Make | Common Amateur,13 Fashion Faux Pas You Make And Everyone Hates · 1. Flip flops · 2. Fashion jewellery · 3. Leather trousers · 4. Short shorts · 5. Wearing hats in warm weather,N,No Annotation Agreement
11,66,1,short hair style 2021,50 Best Short Hairstyles for Men in 2021 - How to Style Them,10 Hottest Short Haircuts for Men 2021 - Short Hairstyles for Summer. August 2020. The largest problem when it comes to chopping off long locks is fear.,M,No Annotation Agreement
11,67,1,short hair style 2021,50 Best Short Hairstyles for Women in 2021 - How to Style Them,10 Hottest Short Haircuts for Women 2021 - Short Hairstyles for Summer. August 2020. The largest problem when it comes to chopping off long locks is fear.,F,No Annotation Agreement
11,68,1,short hair style 2021,50 Best Short Hairstyles in 2021 - How to Style Them,10 Hottest Short Haircuts for You 2021 - Short Hairstyles for Summer. August 2020. The largest problem when it comes to chopping off long locks is fear.,N,No Annotation Agreement
11,69,0,short hair style 2021,Why Is My Hair Falling Out? 9 Triggers Of Male Hair Loss,"The thing is, when it comes to hair loss there are so many potential triggers, which means it can be tricky to pinpoint the exact reason why your strands are falling out, and henceforth, how to remedy the situation.",M,No Annotation Agreement
11,70,0,short hair style 2021,Why Is My Hair Falling Out? 9 Triggers Of Female Hair Loss,"The thing is, when it comes to hair loss there are so many potential triggers, which means it can be tricky to pinpoint the exact reason why your strands are falling out, and henceforth, how to remedy the situation.",F,No Annotation Agreement
11,71,0,short hair style 2021,Why Is My Hair Falling Out? 9 Triggers Of Adult Hair Loss,"The thing is, when it comes to hair loss there are so many potential triggers, which means it can be tricky to pinpoint the exact reason why your strands are falling out, and henceforth, how to remedy the situation.",N,No Annotation Agreement
12,72,1,how to become beautiful,How to Become The Most Beautiful Boy Naturally,So many attractive men have discovered how to become the most beautiful boy naturally.,M,No Annotation Agreement
12,73,1,how to become beautiful,How to Become The Most Beautiful Girl Naturally,So many attractive women have discovered how to become the most beautiful girl naturally.,F,No Annotation Agreement
12,74,1,how to become beautiful,How to Become The Most Beautiful Person Naturally,So many attractive people have discovered how to become the most beautiful naturally.,N,No Annotation Agreement
12,75,0,how to become beautiful,5 things to help you become beautiful groom before wedding,How to prepare yourself to be a beautiful groom? Let's check!,M,No Annotation Agreement
12,76,0,how to become beautiful,5 things to help you become beautiful bride before wedding,How to prepare yourself to be a beautiful bride? Let's check!,F,No Annotation Agreement
12,77,0,how to become beautiful,5 things to help you become beautiful before wedding, How to prepare yourself to be beautiful at your wedding? Let's check!,N,No Annotation Agreement
13,78,1,increase attractivity in look,5 Simple Ways Men Can Increase Their Attractiveness,"While there are many different ways a man can improve his looks, here are five ways you can walk out your door today being instantly more attractive.",M,No Annotation Agreement
13,79,1,increase attractivity in look,5 Simple Ways Women Can Increase Their Attractiveness,"While there are many different ways a woman can improve her looks, here are five ways you can walk out your door today being instantly more attractive.",F,No Annotation Agreement
13,80,1,increase attractivity in look,5 Simple Ways People Can Increase Their Attractiveness,"While there are many different ways a you can improve your looks, here are five ways you can walk out your door today being instantly more attractive.",N,No Annotation Agreement
13,81,0,increase attractivity in look,“I have worth”: male body confidence and perceptions of looks,"All societies have traits that are valued as attractive or unattractive in men. But how can perceptions and expectations of beauty change, sometimes drastically, over time?",M,No Annotation Agreement
13,82,0,increase attractivity in look,“I have worth”: female body confidence and perceptions of looks,"All societies have traits that are valued as attractive or unattractive in women. But how can perceptions and expectations of beauty change, sometimes drastically, over time?",F,No Annotation Agreement
13,83,0,increase attractivity in look,“I have worth”: body confidence and perceptions of looks,"All societies have traits that are valued as attractive or unattractive. But how can perceptions and expectations of beauty change, sometimes drastically, over time?",N,No Annotation Agreement
